Algo_1,Algo_2,M,N
0.36318016052246094,1.236487627029419,500,20
0.2546393871307373,3.877289056777954,500,20
0.3490002155303955,0.9415438175201416,500,20
0.04299664497375488,0.3735818862915039,500,20
0.23299884796142578,0.3130033016204834,500,20
0.24300193786621094,0.557997465133667,500,20
0.005000114440917969,0.40745973587036133,500,20
0.15200304985046387,1.10054612159729,500,20
0.014998197555541992,0.14700555801391602,500,20
0.577002763748169,1.824000358581543,500,20
0.6219992637634277,0.7820026874542236,500,20
0.04699826240539551,2.1291792392730713,500,20
0.624110221862793,0.7400557994842529,500,20
1.0019972324371338,6.128891706466675,500,20
0.1699981689453125,3.2009963989257812,500,20
0.5519986152648926,1.2630000114440918,500,20
0.38401055335998535,6.180769205093384,500,20
1.2030022144317627,0.7720017433166504,500,20
0.0449976921081543,2.3486738204956055,500,20
0.631000280380249,1.4766831398010254,500,20
1.244410514831543,1.5075068473815918,500,20
0.00599980354309082,0.28200364112854004,500,20
0.9511590003967285,2.814610242843628,500,20
1.0334546566009521,4.7449963092803955,500,20
0.015996694564819336,0.6690006256103516,500,20
0.016000032424926758,0.11676454544067383,500,20
0.6428773403167725,0.49599742889404297,500,20
0.04599881172180176,0.10799932479858398,500,20
0.3803102970123291,5.611730098724365,500,20
0.2323625087738037,0.5209994316101074,500,20
0.36999988555908203,4.880140542984009,500,20
0.23499846458435059,0.42499732971191406,500,20
0.0029981136322021484,0.038001060485839844,500,20
0.3930015563964844,1.2600018978118896,500,20
0.1119985580444336,0.14899516105651855,500,20
0.5709991455078125,0.9090003967285156,500,20
0.01599907875061035,4.89196252822876,500,20
0.3583195209503174,0.952890157699585,500,20
1.5945510864257812,1.2919981479644775,500,20
1.1804893016815186,0.9395549297332764,500,20
0.40399813652038574,4.834998846054077,500,20
0.003998756408691406,0.09700155258178711,500,20
1.1625688076019287,1.2139317989349365,500,20
0.3906397819519043,2.3723974227905273,500,20
0.006001472473144531,0.7409961223602295,500,20
0.4010000228881836,0.8509986400604248,500,20
1.2229998111724854,2.9769999980926514,500,20
0.016999006271362305,0.39278364181518555,500,20
0.5589995384216309,1.0419960021972656,500,20
0.1270005702972412,1.2986767292022705,500,20
0.017000198364257812,0.47860097885131836,500,20
1.19073486328125,1.9860122203826904,500,20
0.40558743476867676,1.0188302993774414,500,20
0.003997087478637695,0.05151510238647461,500,20
1.1854326725006104,1.6125810146331787,500,20
0.6447854042053223,1.8268167972564697,500,20
0.007997751235961914,0.042999267578125,500,20
1.866711139678955,1.9451851844787598,500,20
0.6166305541992188,0.36358070373535156,500,20
0.6585824489593506,1.629960060119629,500,20
0.12286877632141113,3.3184683322906494,500,20
0.04700064659118652,0.35699963569641113,500,20
0.9470028877258301,4.320057153701782,500,20
0.015999555587768555,0.17499995231628418,500,20
0.045998573303222656,0.10800051689147949,500,20
0.04499983787536621,0.3833141326904297,500,20
0.0059967041015625,0.01999974250793457,500,20
0.4088742733001709,1.2350738048553467,500,20
0.12200045585632324,3.9227569103240967,500,20
0.6466352939605713,5.644822120666504,500,20
0.2479996681213379,8.953162670135498,500,20
0.0020012855529785156,0.05000042915344238,500,20
0.06300663948059082,0.09299349784851074,500,20
0.0040018558502197266,0.009999275207519531,500,20
1.2259912490844727,1.666367530822754,500,20
0.015999794006347656,0.08700013160705566,500,20
0.043999433517456055,0.023000240325927734,500,20
0.1580038070678711,0.7609977722167969,500,20
0.41500091552734375,1.0598864555358887,500,20
0.39971137046813965,1.9740808010101318,500,20
0.24399876594543457,2.405431032180786,500,20
0.37113404273986816,1.1316280364990234,500,20
0.1249995231628418,1.8474817276000977,500,20
0.417675256729126,2.093400001525879,500,20
0.01999974250793457,0.6159811019897461,500,20
0.05089449882507324,7.0404441356658936,500,20
0.01999950408935547,2.676999568939209,500,20
0.6510000228881836,2.9707276821136475,500,20
0.4179980754852295,2.8165676593780518,500,20
0.12799334526062012,5.8439483642578125,500,20
0.4350006580352783,1.0210001468658447,500,20
0.009999990463256836,0.19800186157226562,500,20
0.02000141143798828,0.5049970149993896,500,20
0.05000019073486328,1.2239997386932373,500,20
0.2279987335205078,0.39299988746643066,500,20
0.5850012302398682,3.8499159812927246,500,20
1.2276103496551514,1.0945594310760498,500,20
1.2241575717926025,1.8151562213897705,500,20
0.368999719619751,3.59542179107666,500,20
0.5790004730224609,1.850559949874878,500,20
1.011000156402588,2.348684310913086,500,20
0.2559967041015625,3.2226436138153076,500,20
0.052999019622802734,1.0238533020019531,500,20
0.020000219345092773,0.0690007209777832,500,20
0.4089996814727783,1.0570945739746094,500,20
0.05100107192993164,1.6021807193756104,500,20
1.2410008907318115,3.5903432369232178,500,20
0.36500048637390137,3.8565845489501953,500,20
0.12425684928894043,0.45830416679382324,500,20
0.051999807357788086,0.031999826431274414,500,20
