Algo_1,Algo_2,M,N
0.003996849060058594,0.14700007438659668,500,18
0.003997802734375,0.031000137329101562,500,18
0.05499982833862305,0.10399985313415527,500,18
0.026001691818237305,1.5310487747192383,500,18
0.05454897880554199,0.7545349597930908,500,18
0.09999895095825195,0.19251203536987305,500,18
0.09800028800964355,0.27629947662353516,500,18
0.0969998836517334,0.39197707176208496,500,18
0.01122903823852539,0.12813019752502441,500,18
0.009995698928833008,0.04400372505187988,500,18
0.03400015830993652,0.21021652221679688,500,18
0.08499884605407715,0.07100129127502441,500,18
0.029001712799072266,0.27831172943115234,500,18
0.010001182556152344,0.02500009536743164,500,18
0.0009996891021728516,0.0029997825622558594,500,18
0.009000539779663086,0.2862401008605957,500,18
0.03600120544433594,0.6867594718933105,500,18
0.002002716064453125,0.006996870040893555,500,18
0.14508295059204102,0.5032274723052979,500,18
0.009999990463256836,0.053999900817871094,500,18
0.053002357482910156,0.20199823379516602,500,18
0.07799673080444336,0.45832085609436035,500,18
0.05699944496154785,0.24300003051757812,500,18
0.055997371673583984,0.15799975395202637,500,18
0.15155577659606934,0.8031065464019775,500,18
0.22455453872680664,0.4350008964538574,500,18
0.024998903274536133,0.21200060844421387,500,18
0.05600166320800781,0.5079998970031738,500,18
0.05800175666809082,0.2126173973083496,500,18
0.0019996166229248047,0.004999399185180664,500,18
0.002000093460083008,0.013002872467041016,500,18
0.004001140594482422,0.0410003662109375,500,18
0.003999948501586914,0.18700027465820312,500,18
0.056494951248168945,0.21699833869934082,500,18
0.054995059967041016,0.5025622844696045,500,18
0.025996923446655273,1.0475518703460693,500,18
0.005000114440917969,0.49556422233581543,500,18
0.0950021743774414,0.13399982452392578,500,18
0.004001617431640625,0.024997949600219727,500,18
0.0019974708557128906,0.0049991607666015625,500,18
0.0029997825622558594,0.02300286293029785,500,18
0.025998353958129883,0.18199920654296875,500,18
0.05500006675720215,0.3810005187988281,500,18
0.005000591278076172,0.08399772644042969,500,18
0.003001689910888672,0.1269986629486084,500,18
0.024998903274536133,0.0279996395111084,500,18
0.23199677467346191,0.2519984245300293,500,18
0.09800076484680176,0.3296229839324951,500,18
0.00600123405456543,0.020998716354370117,500,18
0.0029993057250976562,0.004000186920166016,500,18
0.09300041198730469,0.14799952507019043,500,18
0.003004312515258789,0.012996673583984375,500,18
0.005998134613037109,0.03600120544433594,500,18
0.011002540588378906,0.3569977283477783,500,18
0.006998300552368164,0.014000177383422852,500,18
0.004998683929443359,0.011000871658325195,500,18
0.025999069213867188,0.21258306503295898,500,18
0.003998756408691406,0.014000177383422852,500,18
0.05399966239929199,0.020000219345092773,500,18
0.012000560760498047,0.038999319076538086,500,18
0.010003089904785156,0.13299942016601562,500,18
0.02700066566467285,0.029999971389770508,500,18
0.02599954605102539,0.03399968147277832,500,18
0.00599980354309082,0.02499866485595703,500,18
0.02700042724609375,0.39757680892944336,500,18
0.0029990673065185547,0.0060007572174072266,500,18
0.058000802993774414,0.9952025413513184,500,18
0.13182449340820312,0.41699957847595215,500,18
0.026000261306762695,0.14400076866149902,500,18
0.007001638412475586,0.03301191329956055,500,18
0.0029981136322021484,0.27254438400268555,500,18
0.011002779006958008,0.5029969215393066,500,18
0.027001142501831055,0.19899892807006836,500,18
0.03899574279785156,0.04300069808959961,500,18
0.003000020980834961,0.040000200271606445,500,18
0.057000160217285156,0.6632068157196045,500,18
0.002000093460083008,0.00819253921508789,500,18
0.00999760627746582,0.06299996376037598,500,18
0.02699732780456543,0.03400015830993652,500,18
0.10043740272521973,0.10177755355834961,500,18
0.05589604377746582,0.3055882453918457,500,18
0.01399993896484375,0.16499900817871094,500,18
0.07981014251708984,0.15547418594360352,500,18
0.08651566505432129,0.35825181007385254,500,18
0.10299968719482422,0.9943146705627441,500,18
0.01300048828125,0.12328267097473145,500,18
