Algo_1 L,Algo_2 B,Algo_3 L20,Algo_4 L25,M,N,notes
0.1549999713897705,0.47852253913879395,0.10141420364379883,0.06800031661987305,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.1640000343322754,0.6282534599304199,0.14519357681274414,0.0771799087524414,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3079044818878174,0.6236493587493896,0.2520308494567871,0.12455081939697266,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.306490421295166,0.6349973678588867,0.15862083435058594,0.15542840957641602,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3065211772918701,0.8015439510345459,0.1950969696044922,0.14261245727539062,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3090381622314453,0.8373334407806396,0.25008225440979004,0.12999987602233887,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4464607238769531,0.4457111358642578,0.29252004623413086,0.2120063304901123,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.2454688549041748,1.9640138149261475,0.16257596015930176,0.10942530632019043,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.30447864532470703,0.7895708084106445,0.31157970428466797,0.11151289939880371,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.30943989753723145,0.3585841655731201,0.19440793991088867,0.14516949653625488,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4446582794189453,0.4981710910797119,0.2720675468444824,0.20884990692138672,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.29499053955078125,0.483046293258667,0.15914607048034668,0.1345195770263672,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.46839451789855957,0.8570437431335449,0.3980844020843506,0.2194194793701172,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.43748044967651367,0.35300111770629883,0.25484299659729004,0.23173856735229492,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31000852584838867,0.3864247798919678,0.2786111831665039,0.14099502563476562,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.32531094551086426,0.398296594619751,0.22177505493164062,0.18851351737976074,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4719362258911133,0.24956679344177246,0.23399829864501953,0.2455296516418457,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31877779960632324,0.29018473625183105,0.2438335418701172,0.14560961723327637,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.2520744800567627,1.6450550556182861,0.22100043296813965,0.10761499404907227,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.43086886405944824,2.659193754196167,0.39064455032348633,0.18599176406860352,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.30625009536743164,0.8366570472717285,0.31482458114624023,0.12300586700439453,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4653961658477783,0.44304418563842773,0.29607439041137695,0.23492693901062012,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4331035614013672,0.29599833488464355,0.3247060775756836,0.21275091171264648,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.305009126663208,0.7041587829589844,0.1437053680419922,0.1305239200592041,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3159949779510498,0.4020264148712158,0.2290177345275879,0.1570427417755127,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3440132141113281,0.26217174530029297,0.2140204906463623,0.1869957447052002,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3244900703430176,0.5400094985961914,0.3330368995666504,0.1505134105682373,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.5227885246276855,0.1715238094329834,0.3375730514526367,0.2910001277923584,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.19100189208984375,0.20859932899475098,0.1358330249786377,0.1349952220916748,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.11199736595153809,1.0125999450683594,0.1099996566772461,0.09718656539916992,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4499382972717285,0.37458038330078125,0.33262062072753906,0.24459338188171387,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3231322765350342,1.0184173583984375,0.3278937339782715,0.15801167488098145,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.18115711212158203,0.5345184803009033,0.1990036964416504,0.1195673942565918,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.34655022621154785,0.1399998664855957,0.263263463973999,0.20399880409240723,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4474787712097168,0.3690371513366699,0.39814329147338867,0.2522263526916504,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3305537700653076,0.5737113952636719,0.2780148983001709,0.1939990520477295,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.46913719177246094,1.8718652725219727,0.32613110542297363,0.2641637325286865,600,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
