Algo_1,Algo_2,M,N
0.03600168228149414,0.5229957103729248,50,18
0.32212257385253906,0.3135643005371094,50,18
0.31353282928466797,0.2684485912322998,50,18
0.3067052364349365,0.48048877716064453,50,18
0.13846278190612793,0.6256422996520996,50,18
0.09400081634521484,0.32893919944763184,50,18
0.0020020008087158203,0.0169985294342041,50,18
0.026000499725341797,0.049997806549072266,50,18
0.1439814567565918,0.23658037185668945,50,18
0.1340010166168213,0.5489242076873779,50,18
0.47005558013916016,0.22900176048278809,50,18
0.09099984169006348,0.3820013999938965,50,18
0.3080000877380371,0.6450018882751465,50,18
0.46200084686279297,0.4350008964538574,50,18
0.005001068115234375,0.06499886512756348,50,18
0.473987340927124,0.3209359645843506,50,18
0.07407069206237793,0.2820000648498535,50,18
0.009981632232666016,0.08300018310546875,50,18
0.4699831008911133,0.34400153160095215,50,18
0.29000020027160645,0.12000012397766113,50,18
0.0020012855529785156,0.02699899673461914,50,18
0.02499985694885254,0.497999906539917,50,18
0.1329948902130127,0.5490000247955322,50,18
0.09100031852722168,0.23900151252746582,50,18
0.27599596977233887,0.3340010643005371,50,18
0.09300017356872559,0.740973711013794,50,18
0.29799938201904297,0.3859848976135254,50,18
0.02499866485595703,0.06700015068054199,50,18
0.43400001525878906,0.2790038585662842,50,18
0.09499621391296387,0.5667738914489746,50,18
0.010998249053955078,0.1490004062652588,50,18
0.002000570297241211,0.0069997310638427734,50,18
0.4350001811981201,0.6859993934631348,50,18
0.4029984474182129,0.38899946212768555,50,18
0.27899765968322754,0.4549121856689453,50,18
0.2909994125366211,0.5700006484985352,50,18
0.0540003776550293,0.058000802993774414,50,18
0.05500006675720215,0.6576602458953857,50,18
0.23498916625976562,1.0090019702911377,50,18
0.2980020046234131,1.1429986953735352,50,18
0.0029981136322021484,0.043004512786865234,50,18
0.3099949359893799,0.26800107955932617,50,18
0.4329993724822998,0.5409996509552002,50,18
0.25047731399536133,0.7799427509307861,50,18
0.03000044822692871,0.84877610206604,50,18
0.32756710052490234,0.46726155281066895,50,18
0.42057132720947266,0.3650486469268799,50,18
0.4279193878173828,0.4750971794128418,50,18
0.003000020980834961,0.10029458999633789,50,18
0.30103564262390137,0.42087674140930176,50,18
