Algo_1,Algo_2,Algo_3,Algo_4,M,N,notes
0.681763887,0.46777463,0.692536116,0.607827425,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.549757242,0.426617146,0.565845251,0.570986986,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.762148619,0.894388914,0.682110548,0.653288841,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.256402016,0.448273659,0.373063564,0.401954174,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.698252201,0.428558111,0.672583342,0.655490875,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.498404741,0.297144651,0.589562416,0.506001472,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.522178411,0.421220064,0.668865442,0.61898613,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.234592438,2.251069784,0.516123772,0.534688711,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.264265299,0.730032444,0.467096567,0.409575462,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.289743423,0.918966293,0.542109013,0.448159456,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.478709936,1.937422037,0.565665722,0.583550692,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.555744648,0.378484726,0.578399658,0.606910467,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.752761841,0.478560209,0.765704393,0.67138958,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.516643047,0.985403299,0.73898387,0.485813618,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.270108461,1.022494316,0.493961334,0.443566322,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.53519249,0.578494549,0.667515039,0.487515926,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.697017431,0.510276556,0.836143494,0.700374603,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.760736704,0.341341972,0.78875351,0.659630537,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.509713411,0.369789124,0.573549271,0.578222513,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.275999546,2.023255348,0.500520229,0.513511419,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.526809931,0.330681562,0.603978157,0.689978361,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.309999704,0.356811762,0.445836067,0.457427263,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.773101091,0.544035912,0.763992071,0.810315132,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.284239769,0.479296923,0.439871073,0.433399677,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.555051565,1.504958868,0.569440126,0.578985453,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.552821875,0.434781551,0.742030621,0.548736811,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.268000364,1.151425362,0.508177042,0.572870255,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.549312115,0.463943005,0.635549307,0.601296663,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.738676548,0.297902346,0.685719252,0.628835201,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.500645638,0.302001476,0.625809431,0.526514053,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.523389339,0.743408442,0.598807096,0.558022022,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.325857162,0.437478304,0.515171528,0.495444298,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.508179188,0.394382,0.610678911,0.579108715,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.519684553,0.398408413,0.591508627,0.68111515,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.450000048,1.050060272,0.686027765,0.51827383,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.610792875,1.063814163,0.865823507,0.603010654,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.633045912,0.240622044,0.575903416,0.624492884,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.554136753,0.749042749,0.611168146,0.644409418,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.509514332,0.330637932,0.623794794,0.647024393,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.529703379,0.507642031,0.804660082,0.692752361,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.553381681,0.383691549,0.759348392,0.639408112,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.308152199,0.986338139,0.637408972,0.617657661,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.744526863,0.586918116,0.764268637,0.678807259,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.452884197,0.939735174,0.571090937,0.697637081,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.745093346,0.470679283,0.708408356,0.780513525,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.319054365,0.399010658,0.540028095,0.527877331,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.884275436,0.35569644,0.79703331,0.821034193,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.509216785,0.788049221,0.728356123,0.719194412,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.539897919,1.328547716,0.745697737,0.651608706,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.540727615,0.984549046,0.689501762,0.67505312,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.543118,0.93854928,0.822890043,0.627211809,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.575238705,0.639263391,0.836025238,0.704002857,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.529411077,0.356778383,0.675748825,0.595976353,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.593800545,0.399392366,0.662822962,0.732892036,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.54672718,0.583307028,0.67105341,0.5884583,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.755243778,0.548121691,0.840002537,0.83626914,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.295844555,1.26473093,0.564680099,0.577754974,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.877335548,0.52676034,0.778857231,0.769654989,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.280293941,0.715008736,0.56760025,0.59219265,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.748574972,0.426944733,0.760528326,0.649496317,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.294000864,1.105809927,0.602373838,0.583600044,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.508818388,0.941939116,0.637137651,0.621396542,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.544038057,0.781138897,0.792832375,0.574506521,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.577638626,0.448890686,0.664237738,0.564973593,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.523462296,0.708427429,0.635022879,0.68624258,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.281016111,0.446575403,0.527660608,0.523371458,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.304658413,0.651673555,0.623134613,0.632172823,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.576864243,0.634628296,0.911962748,0.69168973,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.293390989,0.920995474,0.57400775,0.552447081,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.573916197,1.133985758,0.757859468,0.636210203,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.631164789,0.648418427,0.710170984,0.625856161,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.830266953,1.396202564,0.866603374,0.748155355,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.774161816,2.839235783,0.946756363,0.758581638,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.561706543,0.675868511,0.824398756,0.850941658,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.624642134,0.608781099,0.781404257,0.777550459,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.326263666,0.472406387,0.637206554,0.641376257,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.526079893,0.914966345,0.730004072,0.603394747,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.303779125,0.862430811,0.554480314,0.526524544,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.531262875,0.922375917,0.830656052,0.601249695,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.259516001,0.433996916,0.512334108,0.5756495,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.514654398,0.418486595,0.631884575,0.689967394,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.550974131,1.145087719,0.798002958,0.659852266,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.669885635,0.697055817,0.724175453,0.732850552,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.548007488,0.856783867,0.727826118,0.691114426,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.913230181,1.329654932,0.917202234,0.835621595,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.920207262,1.327915668,0.982606173,0.915427446,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.336507797,0.7435534,0.732563019,0.6914711,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.794555664,1.137776613,0.911318302,0.907396317,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.617755413,0.856643438,0.720504761,0.779673576,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.704946995,0.362942219,0.919840574,0.85109663,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.670085907,0.517865181,0.875811577,0.845028877,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.313002586,0.645482302,0.568187952,0.549798012,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.388748884,0.656187773,0.682505131,0.614996433,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.794216633,1.025538921,0.901045561,0.861366272,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.419421196,0.385527372,0.606910944,0.68132472,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.627964973,0.589230299,0.871243715,0.715766668,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.595702648,0.755928278,0.760190964,0.788593531,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.615284681,0.324516296,0.801860571,0.742090225,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.599149227,0.480786324,0.701603889,0.783877373,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.599561691,0.729806423,0.92206955,0.786530018,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.358919144,0.74540925,0.69117856,0.641933441,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.570398808,0.540040016,0.830855846,0.825510979,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.856074333,0.459816933,0.905985594,0.799462795,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.678058624,1.26019001,0.806272507,0.703714609,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.826652288,0.807682991,0.93354845,0.84362936,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.566889524,0.685597897,0.904577732,0.772456884,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.707445145,0.435152531,0.75453186,0.841850519,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.334202766,0.369388103,0.642124891,0.733404875,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.628110886,0.426926613,0.842383623,0.796618938,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.574883699,0.928502321,0.915728807,0.730909586,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.674301863,0.572199821,0.836568594,0.938818455,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.930593491,0.879122257,1.002798319,0.834671736,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.379433393,0.708886147,0.662957907,0.723052502,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.626391411,0.429787159,0.789226294,0.834510803,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.366353512,0.680598497,0.703269005,0.739949703,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.695807457,0.84780097,0.834681273,0.854252338,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.927708864,0.322473526,0.956474066,0.956891298,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.376576185,0.916708946,0.825678349,0.640248299,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.36921072,1.095000029,0.684048414,0.741173029,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.712352514,0.522431135,0.766484976,0.743294239,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.625029087,0.53305769,0.795069218,0.795971155,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.441069365,0.209366798,0.679923534,0.676648378,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.673753023,0.412547588,0.816739082,0.837210178,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.613950491,0.590920687,0.811403751,0.699371099,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.384448528,0.471398115,0.649454594,0.65898633,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.695262909,0.478708982,0.825001955,0.866133451,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.60171628,0.271861315,0.836508751,0.820418358,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.906241179,0.359480143,0.905338526,0.913253784,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.618276596,0.459379673,0.874812841,0.803609371,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.647895813,1.116098881,0.911669493,0.832227468,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.394522429,0.551667213,0.713715315,0.760244608,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.846560001,0.496629,0.990983248,0.931366205,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.610503435,0.806165457,0.885198832,0.779192686,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.842670679,0.340629816,0.953149319,0.874063969,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.709629536,0.601977825,0.922479868,0.845382452,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.684732199,0.702169657,0.812015533,0.822041035,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.715166807,1.234425545,0.961248398,0.951505423,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.737970114,0.763920784,0.938137054,0.873598099,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.685350657,0.403090477,0.812301874,0.810638428,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.348292351,0.728248835,0.707820654,0.706368446,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.891559124,0.932231426,1.022462368,0.797593594,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.87147522,0.332007408,0.918134451,0.818472624,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.652261257,0.71469593,0.8957026,0.850604057,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.935168505,0.56625247,1.004399776,0.904850483,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.651478052,1.368185759,0.864274263,0.908867836,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.750987291,0.861250639,1.085139513,0.909611702,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.325178623,0.917170525,0.798484802,0.863562346,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.91017127,0.576819897,1.24327898,1.138216734,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.611997128,0.549494505,0.790514708,0.779672861,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.361064911,0.382478714,0.808558941,0.822742462,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.372695208,0.791994333,0.797809601,0.768012524,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.681863785,0.338461876,0.926067352,0.978385925,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.644973278,0.388475418,0.978086948,0.854685307,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.881972075,0.932655811,1.073659897,0.844848633,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.655918837,0.609264612,0.903939247,0.746478081,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.63861227,0.397997379,0.792193413,0.748779774,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.357484579,0.343584061,0.722413063,0.663956404,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.630360126,0.631683111,0.851281643,0.739158392,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.620311975,0.705755949,0.879431486,0.846028328,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.634009361,0.77710557,0.814956427,0.82028532,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.576316833,0.482991457,0.807754278,0.703959227,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.351002455,1.069463253,0.748929024,0.726819038,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.859713316,0.701136827,0.991188526,0.970355511,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.597020626,0.254274845,0.874152422,0.822915792,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.63926363,0.325999737,0.925138235,0.904298544,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.597117662,0.711639643,1.013947964,0.860375166,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.836079597,0.448032379,1.08987689,0.934855223,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.591582298,0.657455206,0.930199385,0.819481134,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.879611969,0.469163179,0.993791103,0.987113476,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.633237362,0.582294226,1.0815835,1.051619053,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.318907976,1.878944874,0.73590374,0.751791954,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.629019022,1.796944857,1.052568913,0.941734552,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.70153141,0.809541464,1.095820665,0.982644796,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.674087524,0.439608335,1.020113945,0.923668146,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.649307728,2.153476715,1.066716433,0.984516144,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.628929138,0.368602753,0.904917717,0.85100174,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.638026476,0.837756634,1.009346485,0.931747913,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.689026833,0.567037582,0.902366161,0.91323638,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.693411112,0.88216567,1.131499529,0.973599911,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.362124681,2.784388304,0.895983219,0.864818573,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.366226435,0.958776236,0.849318266,0.761082888,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.395274878,0.975548744,0.832660913,0.896914482,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.668236017,0.647264242,0.98368907,0.864060163,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.89138031,0.569501877,1.184588432,1.046414137,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.651183367,0.545125008,0.961418629,0.924053192,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.915075541,0.454652071,1.092037678,1.030879736,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.664049149,0.709355116,1.029024601,0.969753027,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.904463291,0.258998156,0.97819829,0.942723513,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.3890028,0.8343153,0.844789028,0.814229727,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.728548527,0.531610727,0.972876787,0.864262104,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.584944725,0.885743618,0.891774654,0.868010998,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.691189289,0.591635227,1.134389162,0.973797321,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.680088997,0.843362808,1.079665661,0.911773443,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.668763876,0.735057831,1.010121822,1.008229494,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.954015017,0.501603842,1.077316284,0.990770578,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.975081682,0.602677345,1.077515841,1.0360291,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.968924284,1.11720252,1.080555916,1.062133312,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
1.029892921,0.782594919,1.0511446,0.936706781,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.329870224,0.475946903,0.847178936,0.798282385,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.374037027,0.868843794,0.938277006,0.88292861,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.688598394,1.360089064,1.033241987,1.00106883,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.683623075,1.114804029,0.949213982,0.830146313,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.734289885,0.484150648,0.968160629,0.971378565,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.962538719,1.233435392,1.236211777,1.067651033,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.750067234,0.911507368,0.922466755,0.871645212,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.666112661,1.612500191,1.097098827,0.996323109,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.682471037,0.773526669,1.107982397,1.065261364,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.747024298,2.523805141,1.140139818,1.006950855,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.655941963,0.518536329,0.998841763,0.884231091,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.733783722,0.359196663,1.000937939,1.011363745,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.966063023,0.716117859,1.26650238,1.186496019,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.68699789,1.056132555,1.104999065,1.01161027,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.650239944,0.380932093,1.052154779,0.976369381,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.743869543,0.529345512,0.986066103,0.95726037,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.766420126,0.569285154,0.971406937,1.005161524,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.388823748,0.466763735,0.866909027,0.856382608,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.730542898,0.887586832,0.985350609,0.973947525,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.693737745,0.933117151,1.027646303,0.965636253,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.695091724,1.751293898,1.137298822,0.933909178,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.731675863,0.487226725,1.081749916,1.001335382,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.435519457,0.471541166,0.879081249,0.906906605,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.411072731,0.604491711,0.823894739,0.805820942,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.718520641,0.445161819,1.133807182,1.089279652,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.96906805,0.439174891,1.202342272,1.163261652,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.749707937,0.596108913,1.091147423,1.118057489,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.426618814,0.392610788,0.855644703,0.860984325,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.934252977,0.47656703,1.280768394,1.24361062,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
0.998749256,0.826208115,1.178735971,1.08935833,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
1.004155636,0.299203873,1.090158701,1.106575251,1000,18,"num subsets �?90, algo_4 为使用更快算法的Lomonosov方法"
