Algo_1 L,Algo_2 B,Algo_3 L20,Algo_4 L25,M,N,notes
0.3115720748901367,0.290647029876709,0.17130303382873535,0.16206145286560059,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.42931413650512695,0.14902782440185547,0.22807049751281738,0.24178481101989746,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.42701220512390137,0.23093724250793457,0.2578158378601074,0.19638562202453613,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.16999602317810059,0.6358349323272705,0.16353917121887207,0.07157301902770996,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.1630098819732666,0.23706459999084473,0.1055448055267334,0.0700986385345459,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.17017507553100586,0.26764988899230957,0.13253021240234375,0.07759261131286621,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.322706937789917,0.48621678352355957,0.1700294017791748,0.1460127830505371,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.43338966369628906,0.2185654640197754,0.2695436477661133,0.22460436820983887,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31903958320617676,1.4122543334960938,0.31260156631469727,0.1439969539642334,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3127741813659668,0.33361148834228516,0.17567849159240723,0.1435103416442871,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3217294216156006,0.5656797885894775,0.27808308601379395,0.13442373275756836,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4199483394622803,0.5254058837890625,0.26100850105285645,0.20025205612182617,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.30607151985168457,0.6957662105560303,0.26963114738464355,0.13699913024902344,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31153368949890137,0.46292829513549805,0.18601536750793457,0.14313817024230957,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.30480027198791504,0.6859643459320068,0.2827026844024658,0.120086669921875,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.30522966384887695,0.8816230297088623,0.2761232852935791,0.11506867408752441,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.1695575714111328,0.6567909717559814,0.09858393669128418,0.0859992504119873,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31000733375549316,0.7814874649047852,0.25061917304992676,0.13856220245361328,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31969118118286133,0.4237489700317383,0.18050479888916016,0.15801215171813965,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.14272451400756836,0.6308104991912842,0.10594725608825684,0.07000112533569336,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31412506103515625,0.8286120891571045,0.3317592144012451,0.13399934768676758,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3051602840423584,0.8948013782501221,0.25378990173339844,0.11310601234436035,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.0989983081817627,0.9947752952575684,0.06000852584838867,0.05205059051513672,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31426143646240234,0.9184033870697021,0.23556184768676758,0.129258394241333,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3158860206604004,0.3747093677520752,0.22952842712402344,0.1370084285736084,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3270533084869385,0.6337485313415527,0.22310233116149902,0.1280050277709961,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.17080426216125488,0.23300647735595703,0.11002731323242188,0.07852292060852051,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.31395411491394043,0.2485980987548828,0.21179652214050293,0.1440117359161377,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.26456451416015625,1.411794662475586,0.15478134155273438,0.12201261520385742,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.3129236698150635,0.4472477436065674,0.19042181968688965,0.20833086967468262,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.33429670333862305,0.5355935096740723,0.277022123336792,0.16704702377319336,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.45073771476745605,0.46660423278808594,0.39157652854919434,0.23452401161193848,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.33815574645996094,0.3862149715423584,0.27660417556762695,0.18852710723876953,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.33657383918762207,0.7435834407806396,0.28305721282958984,0.16058945655822754,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.17818951606750488,0.2700376510620117,0.1391746997833252,0.12551140785217285,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.32216930389404297,0.3790714740753174,0.24341154098510742,0.1781330108642578,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
0.4630093574523926,0.24004316329956055,0.27715396881103516,0.26455116271972656,500,18,"num subsets 为 90, algo_4 为使用更快算法的Lomonosov方法"
