Algo_1,Algo_2,M,N
0.33358001708984375,0.7105405330657959,500,18
0.31604647636413574,0.337418794631958,500,18
0.1475849151611328,0.645557165145874,500,18
0.2965981960296631,0.4581758975982666,500,18
0.2003481388092041,0.48644399642944336,500,18
0.14299750328063965,0.7234241962432861,500,18
0.41000962257385254,0.2705686092376709,500,18
0.3195176124572754,0.5927608013153076,500,18
0.14499974250793457,0.4488673210144043,500,18
0.14004278182983398,0.2350001335144043,500,18
0.309767484664917,0.45360851287841797,500,18
0.3139975070953369,0.5615220069885254,500,18
0.3057281970977783,0.4230196475982666,500,18
0.1640002727508545,0.39309072494506836,500,18
0.3118438720703125,0.7941646575927734,500,18
0.3161494731903076,0.8056440353393555,500,18
0.1379997730255127,0.46163344383239746,500,18
0.16300392150878906,0.5097877979278564,500,18
0.30900073051452637,0.2581331729888916,500,18
0.3040003776550293,0.4236114025115967,500,18
0.16444778442382812,0.6023855209350586,500,18
0.303666353225708,0.3702683448791504,500,18
0.16508960723876953,0.5295701026916504,500,18
0.4201080799102783,0.6076622009277344,500,18
0.2935471534729004,0.9267165660858154,500,18
0.30561089515686035,0.5176410675048828,500,18
0.3015739917755127,0.63812255859375,500,18
0.2921125888824463,0.30699825286865234,500,18
0.16356611251831055,1.0490005016326904,500,18
0.2919352054595947,0.3375096321105957,500,18
0.44613122940063477,0.24451208114624023,500,18
0.16122102737426758,0.6076500415802002,500,18
0.294492244720459,0.2820017337799072,500,18
0.44909119606018066,0.679513692855835,500,18
0.3100001811981201,1.1081054210662842,500,18
0.3105599880218506,0.6610774993896484,500,18
0.2949960231781006,0.28299736976623535,500,18
0.3030116558074951,1.485398769378662,500,18
0.3039999008178711,0.9082381725311279,500,18
0.302001953125,0.36257362365722656,500,18
0.3020000457763672,0.29351353645324707,500,18
0.16100072860717773,0.49900031089782715,500,18
0.140000581741333,0.7815136909484863,500,18
0.30966901779174805,0.7502672672271729,500,18
0.2965848445892334,0.5579996109008789,500,18
0.14100003242492676,0.6630589962005615,500,18
0.30900096893310547,0.6010005474090576,500,18
0.3025166988372803,0.4195125102996826,500,18
0.29055023193359375,0.3311269283294678,500,18
0.24299931526184082,1.4421544075012207,500,18
0.318511962890625,0.37307167053222656,500,18
0.31400132179260254,0.6330914497375488,500,18
0.3195652961730957,0.7145133018493652,500,18
0.3139965534210205,0.5535173416137695,500,18
0.3210010528564453,0.37600016593933105,500,18
0.1549994945526123,1.9757130146026611,500,18
0.47757935523986816,0.7740015983581543,500,18
0.4549376964569092,0.49858713150024414,500,18
0.153001070022583,1.0884883403778076,500,18
0.33299946784973145,0.5670003890991211,500,18
0.11299991607666016,0.6572043895721436,500,18
0.4451768398284912,0.5167953968048096,500,18
0.4380924701690674,0.31934142112731934,500,18
0.3263072967529297,0.16358542442321777,500,18
0.338184118270874,0.6052873134613037,500,18
0.45569729804992676,0.5193748474121094,500,18
0.33116793632507324,1.259592056274414,500,18
0.5200216770172119,1.0477418899536133,500,18
0.11500263214111328,0.989753246307373,500,18
0.32710909843444824,0.3727288246154785,500,18
0.3430001735687256,0.5506374835968018,500,18
0.3325674533843994,0.37757205963134766,500,18
0.3356912136077881,0.4300813674926758,500,18
0.3275160789489746,0.7645692825317383,500,18
0.46100354194641113,0.2160625457763672,500,18
0.34613752365112305,1.2866833209991455,500,18
0.280519962310791,1.615569829940796,500,18
0.32855653762817383,0.41359734535217285,500,18
0.44906044006347656,0.2579996585845947,500,18
0.3381505012512207,0.36099886894226074,500,18
0.1575615406036377,0.5534553527832031,500,18
0.15911293029785156,1.5752809047698975,500,18
0.17099833488464355,0.42600393295288086,500,18
0.33051586151123047,0.761113166809082,500,18
0.3300004005432129,0.34399962425231934,500,18
0.3255627155303955,0.43600010871887207,500,18
0.3360016345977783,0.5925469398498535,500,18
0.3225131034851074,0.5825717449188232,500,18
0.12000107765197754,1.2899022102355957,500,18
0.3559989929199219,0.24454855918884277,500,18
0.26656055450439453,1.550389051437378,500,18
0.1550002098083496,0.362551212310791,500,18
0.4601452350616455,0.5609991550445557,500,18
0.33201074600219727,0.7041082382202148,500,18
0.3200497627258301,0.8625106811523438,500,18
0.4983177185058594,0.5275137424468994,500,18
0.2715494632720947,0.7515122890472412,500,18
0.3495442867279053,0.7825188636779785,500,18
0.35814976692199707,0.6663856506347656,500,18
0.33551025390625,0.27809906005859375,500,18
0.48599696159362793,0.9876546859741211,500,18
0.33108043670654297,0.5006234645843506,500,18
0.3190956115722656,0.5713868141174316,500,18
0.18355774879455566,0.5943214893341064,500,18
0.3360021114349365,0.7132697105407715,500,18
0.35457277297973633,0.525000810623169,500,18
0.27962732315063477,1.2639827728271484,500,18
0.36937880516052246,0.3510000705718994,500,18
0.3411378860473633,0.29777097702026367,500,18
0.3476121425628662,0.6055700778961182,500,18
0.46979475021362305,0.18799781799316406,500,18
0.3530004024505615,0.9052650928497314,500,18
0.27155423164367676,1.7664668560028076,500,18
0.19299864768981934,0.30900001525878906,500,18
0.3446047306060791,0.34599924087524414,500,18
0.18302178382873535,0.48351025581359863,500,18
0.34299731254577637,0.7756578922271729,500,18
0.34351325035095215,0.6911160945892334,500,18
0.3510150909423828,0.6156511306762695,500,18
0.3610851764678955,0.7346196174621582,500,18
0.3765125274658203,0.6942150592803955,500,18
0.340512752532959,0.5490803718566895,500,18
0.33499884605407715,0.28200221061706543,500,18
0.17999839782714844,0.27700257301330566,500,18
0.18200254440307617,0.7801156044006348,500,18
0.3335413932800293,0.4409966468811035,500,18
0.18200421333312988,0.5265648365020752,500,18
0.1924140453338623,0.5225164890289307,500,18
0.16678404808044434,0.9225971698760986,500,18
0.3549315929412842,0.45399999618530273,500,18
0.462512731552124,0.3759760856628418,500,18
0.3465118408203125,0.24499940872192383,500,18
0.1660006046295166,0.5510001182556152,500,18
0.18251466751098633,0.32955431938171387,500,18
0.34015703201293945,0.9287004470825195,500,18
0.3510019779205322,0.723517656326294,500,18
0.3620007038116455,0.6595542430877686,500,18
0.35212063789367676,0.49767184257507324,500,18
0.16899919509887695,0.774510383605957,500,18
0.3735620975494385,0.7356522083282471,500,18
0.34999680519104004,0.3921644687652588,500,18
0.4725615978240967,0.594515323638916,500,18
0.47751402854919434,0.3250391483306885,500,18
0.38199901580810547,0.5965704917907715,500,18
0.3385136127471924,0.3095662593841553,500,18
0.18900847434997559,0.2840859889984131,500,18
0.3543558120727539,0.6476747989654541,500,18
0.1940011978149414,0.313305139541626,500,18
0.3489999771118164,0.37400150299072266,500,18
0.20211315155029297,2.61771297454834,500,18
0.27982211112976074,1.3143250942230225,500,18
0.3771224021911621,0.2717607021331787,500,18
0.33786964416503906,0.3376591205596924,500,18
0.13300013542175293,0.4056434631347656,500,18
0.4679999351501465,1.0794141292572021,500,18
0.22182774543762207,0.8584883213043213,500,18
0.17599940299987793,0.3409998416900635,500,18
0.33899903297424316,0.7293827533721924,500,18
0.1919999122619629,0.2855703830718994,500,18
0.35808587074279785,0.16300034523010254,500,18
0.3639991283416748,0.9257745742797852,500,18
0.3380005359649658,0.2980020046234131,500,18
0.5285234451293945,0.8836538791656494,500,18
0.3549997806549072,0.5170004367828369,500,18
0.35301971435546875,0.3765137195587158,500,18
0.3670003414154053,0.3100006580352783,500,18
0.35051727294921875,0.3079993724822998,500,18
0.34958314895629883,0.937079906463623,500,18
0.19855356216430664,0.549515962600708,500,18
0.3645143508911133,0.6203486919403076,500,18
0.3595762252807617,0.2709996700286865,500,18
0.13551020622253418,1.2656526565551758,500,18
0.19700098037719727,0.5460913181304932,500,18
0.1830003261566162,0.7702231407165527,500,18
0.3555729389190674,0.7015166282653809,500,18
0.13399910926818848,1.4152543544769287,500,18
0.35699915885925293,1.0854861736297607,500,18
0.5044035911560059,0.533092737197876,500,18
0.17500066757202148,1.1862547397613525,500,18
0.35700106620788574,0.49567246437072754,500,18
0.3451404571533203,0.43400120735168457,500,18
0.3560001850128174,0.34000444412231445,500,18
0.3655812740325928,0.46510982513427734,500,18
0.2050004005432129,0.6221215724945068,500,18
0.3710031509399414,1.0393664836883545,500,18
0.20208263397216797,0.6810746192932129,500,18
0.5201168060302734,0.6700541973114014,500,18
0.1959974765777588,0.5139968395233154,500,18
0.5145854949951172,0.4916188716888428,500,18
0.29555559158325195,0.6083061695098877,500,18
0.36855006217956543,0.507723331451416,500,18
0.5016968250274658,0.29512524604797363,500,18
0.36299967765808105,0.8092107772827148,500,18
0.17600131034851074,1.0238354206085205,500,18
0.39974403381347656,1.5506889820098877,500,18
0.39151763916015625,0.34599900245666504,500,18
0.5261304378509521,0.38900113105773926,500,18
0.3899998664855957,0.5620152950286865,500,18
0.36852502822875977,0.4142117500305176,500,18
0.3775148391723633,0.3790276050567627,500,18
0.21158123016357422,0.27477574348449707,500,18
0.37800049781799316,0.4549994468688965,500,18
0.5239999294281006,0.3000011444091797,500,18
0.39908933639526367,0.9016821384429932,500,18
0.21300053596496582,0.3014218807220459,500,18
0.3710000514984131,0.49599432945251465,500,18
0.5015759468078613,0.33300113677978516,500,18
0.3772623538970947,0.1956925392150879,500,18
0.5560693740844727,0.4289987087249756,500,18
0.36051058769226074,0.798952579498291,500,18
0.18145442008972168,1.2395176887512207,500,18
0.5385890007019043,0.30260229110717773,500,18
0.3829996585845947,0.39799976348876953,500,18
0.376145601272583,0.5695133209228516,500,18
0.40007567405700684,0.9967207908630371,500,18
0.3247251510620117,1.545236349105835,500,18
0.20000052452087402,0.40900111198425293,500,18
0.549515962600708,0.26058316230773926,500,18
0.21956253051757812,1.0691113471984863,500,18
0.5590023994445801,0.6739563941955566,500,18
0.3955821990966797,0.5545310974121094,500,18
0.526597261428833,1.4600932598114014,500,18
0.38443803787231445,0.40706372261047363,500,18
0.2475261688232422,0.5061724185943604,500,18
0.391754150390625,0.4240999221801758,500,18
0.41129183769226074,0.4936251640319824,500,18
0.4267103672027588,0.3792729377746582,500,18
0.3791215419769287,0.5065944194793701,500,18
0.3883321285247803,0.547189474105835,500,18
0.36470484733581543,0.7963941097259521,500,18
0.5525655746459961,0.23299932479858398,500,18
0.19490623474121094,1.2031502723693848,500,18
0.21599912643432617,0.24651122093200684,500,18
0.22099971771240234,0.8515129089355469,500,18
0.36999988555908203,0.7665619850158691,500,18
0.3886072635650635,0.7975139617919922,500,18
0.3789997100830078,0.9326057434082031,500,18
0.39400339126586914,0.4275968074798584,500,18
0.3840773105621338,0.5370118618011475,500,18
0.2395172119140625,0.7300000190734863,500,18
0.3642098903656006,0.7215127944946289,500,18
0.36257147789001465,0.3876025676727295,500,18
0.4010002613067627,0.91072678565979,500,18
0.3959996700286865,1.3186426162719727,500,18
0.34267520904541016,2.099393367767334,500,18
0.20851469039916992,1.022489070892334,500,18
0.3835890293121338,0.4351222515106201,500,18
0.3895144462585449,0.8533432483673096,500,18
0.21767115592956543,0.7502238750457764,500,18
0.3851349353790283,0.38956427574157715,500,18
0.3945145606994629,0.9501757621765137,500,18
0.5449972152709961,0.48799848556518555,500,18
0.20599627494812012,0.9696645736694336,500,18
0.5255727767944336,0.4655153751373291,500,18
0.3229987621307373,1.5275144577026367,500,18
0.3820004463195801,0.6905519962310791,500,18
0.38900017738342285,0.5900976657867432,500,18
0.5558218955993652,0.7635641098022461,500,18
0.37858152389526367,0.7078733444213867,500,18
0.3921072483062744,0.2886507511138916,500,18
0.39791274070739746,0.4566769599914551,500,18
0.39107227325439453,1.5423650741577148,500,18
0.3969557285308838,0.29662227630615234,500,18
0.22757363319396973,0.5335495471954346,500,18
0.4279518127441406,0.3725607395172119,500,18
0.21368002891540527,0.24057817459106445,500,18
0.4080204963684082,0.3863227367401123,500,18
0.21993088722229004,0.3787517547607422,500,18
0.21699905395507812,0.6651198863983154,500,18
0.3960001468658447,0.4231133460998535,500,18
0.21400022506713867,0.49700021743774414,500,18
0.3867530822753906,0.9555153846740723,500,18
0.3919997215270996,0.8746209144592285,500,18
0.38109278678894043,1.6250696182250977,500,18
0.22100019454956055,0.4935150146484375,500,18
0.5101385116577148,1.1520648002624512,500,18
0.37400221824645996,0.4422118663787842,500,18
0.40950989723205566,0.6290004253387451,500,18
0.22603225708007812,0.9977951049804688,500,18
0.5965771675109863,0.5575108528137207,500,18
0.42400074005126953,0.6559975147247314,500,18
0.3985879421234131,1.107804775238037,500,18
0.22099995613098145,0.42461347579956055,500,18
0.3875148296356201,0.5189979076385498,500,18
0.41500043869018555,0.5611155033111572,500,18
0.22799921035766602,1.1564867496490479,500,18
