Algo_1,Algo_2,M,N
0.288785696,1.259770393,5000,18
0.156234503,0.231603384,,
0.008000851,0.03599906,,
0.008002996,0.01499629,,
0.008997202,0.004997969,,
0.018261671,0.029078245,,
0.033562183,0.17009306,,
0.108217001,0.712319851,,
0.160001278,0.346373558,,
0.009001255,0.01499939,,
0.278975964,0.44503355,,
0.019002914,0.073617697,,
0.065740108,0.918141365,,
0.059005737,0.478264809,,
0.012001753,0.040999889,,
0.470144749,0.765684366,,
0.037001133,0.823453188,,
0.343651772,0.258792639,,
0.331254721,0.402960777,,
0.010001421,0.009002209,,
0.074997425,0.172513723,,
0.268126011,0.816118956,,
0.529894829,0.433305979,,
0.24913311,0.170518637,,
0.109998226,0.597039938,,
0.067998171,0.561092615,,
0.008005381,0.007996798,,
0.078300476,0.584855318,,
0.018000364,0.151042223,,
0.011000633,0.008999825,,
0.111998558,0.238002539,,
0.018003225,0.135996819,,
0.070017576,0.501806021,,
0.111000538,0.579775572,,
0.066527367,0.98905611,,
0.129669666,0.234449625,,
0.01100111,0.082000256,,
0.065999269,0.072001934,,
0.010003805,0.527105331,,
0.039002419,0.348083258,,
0.010002375,0.148934126,,
0.112573624,0.398501396,,
0.008652925,0.077307463,,
0.036965132,0.391593695,,
0.010001659,0.281702518,,
0.348691463,0.477579117,,
0.01858449,0.059998751,,
0.040000439,0.43012476,,
0.041521311,0.035604,,
0.037997246,0.142198801,,
0.121998787,0.426088572,,
0.175389528,0.337560177,,
0.170478821,0.8298738,,
0.375890017,0.449522257,,
0.110187054,0.532810688,,
0.176234007,0.217580795,,
0.343665361,0.568390369,,
0.083545208,3.814543247,,
0.011001825,0.022999287,,
0.012002945,0.182996988,,
0.185053825,1.122058868,,
0.068000317,0.445647955,,
0.061997652,0.270512342,,
0.155651331,0.392000675,,
0.007999659,0.019252539,,
0.340010643,0.73135519,,
0.476842165,0.168002129,,
0.154926538,1.093953848,,
0.066002369,0.201997995,,
0.008002043,0.056586266,,
0.068000317,0.466231585,,
0.154010057,0.619229317,,
0.112997293,0.325898886,,
0.117513657,1.979178667,,
0.266593933,0.778096437,,
0.115998983,0.637423515,,
0.008002996,0.021996975,,
0.018000841,0.125370741,,
0.108000278,0.472666025,,
0.053648472,1.025075197,,
0.020000458,0.056349277,,
0.033997536,0.014209747,,
0.015058994,0.146006823,,
0.180998802,0.354386091,,
0.320682764,0.290853739,,
0.008999825,0.104998112,,
0.322135925,0.825236797,,
0.14599967,0.433081865,,
0.323194981,0.669384956,,
0.330631256,0.815675497,,
0.03470397,0.288071394,,
0.310467958,0.232180119,,
0.310561895,0.830050945,,
0.018001318,0.169136286,,
0.010005236,0.071061134,,
0.100276709,3.415627956,,
0.147540092,0.22979331,,
0.064999819,0.351520538,,
0.064001799,0.79661727,,
0.172497749,0.547997475,,
0.050002098,0.090512037,,
0.130539656,1.092928886,,
0.062002182,0.094070435,,
0.25667572,0.158564568,,
0.460057497,0.2729249,,
0.145952702,0.291077375,,
0.256630898,0.789839745,,
0.266498327,0.399842262,,
0.152998924,0.663922548,,
0.034045219,0.400580168,,
0.328659773,0.489709377,,
0.064014673,0.057997704,,
0.034003496,0.260081291,,
0.161998987,0.436315536,,
0.322005987,0.210325956,,
0.105005026,0.258995533,,
0.116713762,1.286597013,,
0.254077435,0.832381248,,
0.327052116,0.766754866,,
0.065398932,0.506872654,,
0.034010887,0.07999754,,
0.144001484,0.420987606,,
0.335000753,0.326948404,,
0.034001589,0.145522594,,
0.16499877,0.260998249,,
0.073454857,0.162558556,,
0.150560379,0.207999945,,
0.171000719,0.54948473,,
0.01700449,0.234783173,,
0.033314705,0.031873465,,
0.034239292,0.352169037,,
0.009000301,0.02399826,,
0.00800395,0.003999949,,
0.331368923,0.198001623,,
0.031774521,0.0990026,,
0.152036905,0.684379339,,
0.331882715,0.330395222,,
0.110999346,0.442244291,,
0.44399929,0.441587448,,
0.110999346,0.783895969,,
0.317274809,0.407081604,,
0.011000872,0.022000551,,
0.01000309,0.049998045,,
0.338666439,0.686634302,,
0.01100564,0.128994942,,
0.349523306,0.628502369,,
0.064862728,0.53661108,,
0.034002542,1.098216295,,
0.343747616,0.229002953,,
0.10551405,0.400029182,,
0.034003019,0.082998276,,
0.14800024,0.463249922,,
0.018004417,0.752345562,,
0.006530762,0.00830245,,
0.165999651,0.345524549,,
0.008000851,0.00599885,,
0.189401627,0.750411987,,
0.14794302,0.312526464,,
0.065001965,0.554798603,,
0.323634624,0.217001438,,
0.170078278,0.296158314,,
0.10599947,0.206064701,,
0.019002676,0.239511013,,
0.339667082,0.630449772,,
0.258011341,0.445865631,,
0.179243326,0.477275372,,
0.035010576,0.103999376,,
0.322999954,0.811126709,,
0.018003941,0.437307358,,
0.011132956,0.046008587,,
0.011001825,0.064998865,,
0.131597281,1.002928495,,
0.019002676,0.176433325,,
0.035000563,0.101998806,,
0.017997265,0.020002842,,
0.085000515,0.135026693,,
0.062000751,0.136556387,,
0.105053902,0.538153648,,
0.11700058,0.194860458,,
0.034000397,0.444582224,,
0.007001638,0.012996912,,
0.198538542,1.14202857,,
0.324219465,0.820449591,,
0.017000437,0.038998604,,
0.181453228,0.307019949,,
0.112513065,0.430873632,,
0.017001152,0.063006878,,
0.015001774,0.139005423,,
0.106250286,0.495723486,,
0.033391476,0.110002279,,
0.033002377,0.229998112,,
0.009005308,0.072996378,,
0.007792234,0.003996611,,
0.090004921,1.389217615,,
0.325046301,0.202000618,,
0.279332399,1.10895133,,
0.017003536,0.105005026,,
0.017002583,0.016000748,,
0.008001566,0.003000498,,
0.172028303,0.301010609,,
0.109000444,0.547096252,,
0.110001087,0.266008377,,
0.12901783,2.178731918,,
0.019001245,0.75378418,,
0.034001112,0.070159912,,
0.008000612,0.013010979,,
0.154613972,0.531822681,,
0.035003662,1.004202127,,
0.01000309,0.0919981,,
0.283998251,0.552095413,,
0.149000406,0.489449263,,
0.010002375,0.018232346,,
0.126514435,0.050000429,,
0.174439192,2.06110549,,
0.11100173,0.972515345,,
0.156008244,0.601149797,,
0.165202856,0.213001013,,
0.329087496,0.500346184,,
0.385226011,1.290054321,,
0.007999182,0.014998436,,
0.12300086,0.2409513,,
0.063515186,0.187863588,,
0.00800395,0.009997129,,
0.06733036,1.388045311,,
0.108124971,0.091998577,,
0.458185911,0.339086533,,
0.266921043,0.537882566,,
0.111624002,0.434722662,,
0.197669029,0.518552303,,
0.144349098,0.072000265,,
0.018001318,0.197000027,,
0.033001423,0.331278801,,
0.010758638,0.031997681,,
0.065001011,0.224002361,,
0.359723568,0.707335472,,
0.011002541,0.069616556,,
0.035502434,0.379734993,,
0.063999414,0.144834995,,
0.102998018,0.157008648,,
0.173999548,0.364779949,,
0.066001177,0.51674962,,
0.093932152,0.073515415,,
0.121999979,0.771249771,,
0.037016153,0.256008387,,
0.007003307,0.007997513,,
0.35187006,0.397215605,,
0.01099968,0.032998085,,
0.017004013,0.301335096,,
0.110000372,1.547225475,,
0.335097551,0.649325371,,
0.173672915,0.258642197,,
0.15199995,0.603876114,,
0.125204325,0.435966969,,
0.066999912,0.445603371,,
0.073516369,0.427010775,,
0.32158947,0.594174147,,
0.034002304,0.339032412,,
0.015005112,0.03199625,,
0.116999626,0.26672101,,
0.320851564,1.052752018,,
0.011002302,0.186515093,,
0.008001566,0.013999701,,
0.006003618,0.003000736,,
0.018004417,0.211996078,,
0.010006189,0.153995037,,
0.035001993,0.737863302,,
0.009991169,0.022999525,,
0.148891926,0.192954779,,
0.079001188,0.384893656,,
0.174753428,0.668410301,,
0.034002066,0.264482975,,
0.10901165,0.455509424,,
0.481521368,0.244536638,,
0.007997751,0.00399971,,
0.018002987,1.176063538,,
0.033983469,0.124000311,,
0.337131977,0.341999769,,
0.063000441,0.090999603,,
0.100588083,0.153002024,,
0.451009512,0.600269556,,
0.35817337,0.363227367,,
0.354242802,0.375124693,,
0.149000406,0.270407677,,
0.006999254,0.00500083,,
0.008000135,0.003734589,,
0.009576082,0.01257658,,
0.271000624,0.534129381,,
0.034999371,0.152551174,,
0.035532951,0.563295841,,
0.11000061,1.791577816,,
0.155560493,0.752011061,,
0.101000071,0.230002165,,
0.115002632,0.520305395,,
0.065001249,0.868443012,,
0.199859619,0.535503387,,
0.007996559,0.004998446,,
0.013002872,0.04399991,,
0.038998127,0.771178961,,
0.00998354,0.0525949,,
0.010995865,0.012997389,,
0.012001038,0.013997555,,
0.068001986,0.506543875,,
0.063494921,0.093002796,,
0.108161211,0.260855675,,
0.150001526,0.356621742,,
0.063999414,0.142517328,,
0.067001104,0.811970472,,
0.067552328,0.315205097,,
0.065602303,0.096145868,,
0.017004728,0.153999567,,
0.051345587,0.746675014,,
0.165156603,0.462036371,,
0.008001089,0.005998135,,
0.330544233,0.663892508,,
0.010003567,0.012998104,,
0.009003162,0.009998798,,
0.070002079,2.09544611,,
0.036113501,0.265746355,,
0.318906069,0.252525806,,
0.011003256,0.018996239,,
0.01800108,0.018997669,,
0.320090771,0.463202477,,
0.31862545,0.659803391,,
0.170018673,0.262999773,,
0.135001183,0.141011477,,
0.109000206,1.54878211,,
0.330272913,0.829911232,,
0.079161882,0.35864687,,
0.17652297,0.262228966,,
0.010005236,0.026995659,,
0.010002613,0.069000483,,
0.195997,0.334434271,,
0.033001661,0.053657055,,
0.169854403,0.385637283,,
0.328613281,0.188125134,,
0.326119661,0.508963346,,
0.330999613,0.664487362,,
0.006999016,0.007672071,,
0.319155693,0.22394681,,
0.036002159,0.667548656,,
0.007999897,0.008524179,,
0.497836113,0.508406401,,
0.262458801,1.892707348,,
0.009999037,0.058998346,,
0.190999269,0.192616701,,
0.011002064,0.109188557,,
0.151329279,0.260839224,,
0.036001921,0.100718021,,
0.340568066,0.688434362,,
0.326358318,0.941204071,,
0.036000967,0.295984268,,
0.316568375,0.364115238,,
0.071998596,0.254374504,,
0.112313032,0.183294535,,
0.009998798,0.023000002,,
0.135001421,1.314760447,,
0.330000639,0.502858877,,
0.068808079,0.512609243,,
0.339999914,1.08850503,,
0.010005236,0.436602831,,
0.276595116,2.929563999,,
0.275130987,0.614746809,,
0.155254602,0.99661231,,
0.105667353,0.264409542,,
0.079755783,0.339006186,,
0.333892822,0.609934807,,
0.011005163,0.018994808,,
0.156998396,0.799988508,,
0.067000151,0.340999365,,
0.262513876,0.440000057,,
0.263594627,0.451574564,,
0.32684803,0.292083025,,
0.019002914,0.316767693,,
0.332001209,1.234883547,,
0.032998085,0.031000376,,
0.009000063,0.010998964,,
0.058000088,1.106967211,,
0.318360329,0.272008657,,
0.067000151,0.436230183,,
0.065998793,0.497894049,,
0.007999897,0.004999161,,
0.069009304,2.366587877,,
0.064414978,0.080995798,,
0.010004044,0.029994965,,
0.285160065,0.904646158,,
0.006999254,0.003000498,,
0.078138828,1.055370808,,
0.010000944,0.063003063,,
0.254356384,0.593854427,,
0.007000208,0.005997658,,
0.261494875,0.228093863,,
0.066547632,0.521589756,,
0.073999643,0.203187943,,
0.110514641,0.488288879,,
0.018004417,0.468569279,,
0.035468102,0.242999077,,
0.123322487,0.803346634,,
0.011011124,0.052998543,,
0.260695457,0.545790195,,
0.194295406,1.019123793,,
0.436407089,0.223843575,,
0.005994081,0.006000042,,
0.035000086,0.106892347,,
0.066999674,0.260411739,,
0.069001675,0.543837786,,
0.011005163,0.054976225,,
0.035999537,0.243565083,,
0.109255075,1.266028643,,
0.011003256,0.049997568,,
0.035001278,0.124000311,,
0.174617767,1.07586503,,
0.12951827,1.38371563,,
0.152017832,0.609517097,,
0.356718779,0.263017416,,
0.01699996,0.390175581,,
0.08228302,0.410168171,,
0.285286665,1.123722076,,
0.35209775,0.385374069,,
0.130239248,0.285563946,,
0.353584051,0.470588446,,
0.037000656,0.803095341,,
0.168000221,0.250001192,,
0.278102398,1.050733089,,
0.352286339,0.469072819,,
0.34223175,0.505060911,,
0.008002758,0.080006838,,
0.017710447,0.069001436,,
0.021001101,0.021999121,,
0.015001535,0.041998625,,
0.009002209,0.049922943,,
0.339456797,0.579377413,,
0.146052837,0.342778683,,
0.46903038,0.283056498,,
0.128610134,0.226662159,,
0.007006884,0.005574226,,
0.132001162,0.377281666,,
0.163000345,1.05829072,,
0.344000101,0.255115032,,
0.175586939,0.874644041,,
0.3300035,0.377311945,,
0.109000206,0.415004015,,
0.018000603,0.578845739,,
0.258058071,0.871869326,,
0.183908224,1.357464075,,
0.186630249,3.044581413,,
0.236667395,0.373528957,,
0.007002831,0.008000135,,
0.12399888,1.080548286,,
0.008999348,0.007998705,,
0.376116991,1.519842625,,
0.154998779,0.493427992,,
0.321523666,0.549263,,
0.151999474,0.723559856,,
0.017003536,0.11604476,,
0.114636421,0.646584988,,
0.026000977,0.127997875,,
0.012002468,0.056638479,,
0.143995762,0.285291433,,
0.017016411,0.643938541,,
0.008002281,0.007997751,,
0.321106911,0.371556997,,
0.148515463,0.216750145,,
0.009001493,0.008998632,,
0.008001328,0.005000591,,
0.377999306,0.842953444,,
